gene_id	476822_S10
ER3413_3624	2261
ER3413_3625	4873
ER3413_3626	4141
ER3413_3628	5968
ER3413_3629	14201
ER3413_363	1528
ER3413_3630	3842
ER3413_3631	9988
ER3413_3632	8150
ER3413_3634	61
ER3413_3635	1.26
ER3413_3636	5879
ER3413_3637	109
ER3413_3638	6946
ER3413_3639	1
ER3413_364	3077
ER3413_3640	5356
ER3413_3641	4356
ER3413_3642	3051
ER3413_3643	6927
ER3413_3644	3721
ER3413_3646	5834
ER3413_3648	0
ER3413_3649	4369
ER3413_365	249
ER3413_3650	5128
ER3413_3651	1759
ER3413_3652	1394
ER3413_3653	8585
ER3413_3654	697
ER3413_3655	1405
ER3413_3656	2363
ER3413_3657	1602
ER3413_3658	498
ER3413_3659	203
ER3413_366	1518
ER3413_3660	21
ER3413_3661	17983
ER3413_3662	35623
ER3413_3663	6767
ER3413_3664	2650
ER3413_3665	432
ER3413_3666	3043
ER3413_3667	2383
ER3413_3668	861
ER3413_3669	4896
ER3413_3670	4011
ER3413_3672	1198.94
ER3413_3673	9305.5
ER3413_3674	5169
ER3413_3675	4114
ER3413_3676	3634
ER3413_3677	1771
ER3413_3678	7747
ER3413_3679	3595
ER3413_368	4567.27
ER3413_3680	795
ER3413_3681	2428
ER3413_3682	3032
ER3413_3683	548
ER3413_3684	1148
ER3413_3685	6214
ER3413_3686	3103
ER3413_3687	8632
ER3413_3688	3157
ER3413_3689	2715
ER3413_369	13782.77
ER3413_3690	1882
ER3413_3691	1869
ER3413_3692	3799
ER3413_3693	2385
ER3413_3694	653
ER3413_3696	5609
ER3413_3697	3065
ER3413_3698	8217
ER3413_3699	5453
ER3413_37	3844
ER3413_370	3152
ER3413_3700	1413
ER3413_3702	48029.24
ER3413_3703	2711
ER3413_3706	3547
ER3413_3707	582
ER3413_3709	4843
ER3413_371	604
ER3413_3710	3286
ER3413_3711	1290
ER3413_3712	157
ER3413_3713	736
ER3413_3714	6331
ER3413_3715	2411
ER3413_3716	4671
ER3413_3717	1077
ER3413_3718	4034
ER3413_3719	4384
ER3413_372	3103
ER3413_3720	793
ER3413_3721	205
ER3413_3722	556
ER3413_3723	4101
ER3413_3724	7430
ER3413_3725	2851
ER3413_3726	2668
ER3413_3727	3617
ER3413_3728	5521
ER3413_3729	3757
ER3413_373	1704
ER3413_3730	1980
ER3413_3731	2521
ER3413_3732	3121
ER3413_3733	4214
ER3413_3734	4825
ER3413_3735	2519
ER3413_3736	1403
ER3413_3737	4114
ER3413_3738	2641
ER3413_3739	3711
ER3413_374	4328
ER3413_3740	2829
ER3413_3741	2430
ER3413_3742	4813
ER3413_3743	3774
ER3413_3744	4272
ER3413_3745	719
ER3413_3746	2347
ER3413_3747	69
ER3413_3748	225
ER3413_3749	1843
ER3413_375	1745
ER3413_3750	4368
ER3413_3751	1003
ER3413_3752	1097
ER3413_3753	1947
ER3413_3754	1954
ER3413_3755	2322
ER3413_3756	3182
ER3413_3757	6269
ER3413_3758	1585
ER3413_3759	950
ER3413_376	2044
ER3413_3760	247
ER3413_3761	6416
ER3413_3762	1205
ER3413_3763	8433
ER3413_3764	5065
ER3413_3765	3768
ER3413_3766	6388
ER3413_3767	8197
ER3413_3768	5559
ER3413_3769	0
ER3413_3771	4421
ER3413_3772	2938
ER3413_3773	3150
ER3413_3774	660
ER3413_3775	8211
ER3413_3776	671
ER3413_3777	6885
ER3413_3778	6685
ER3413_3779	7859
ER3413_3780	6167
ER3413_3781	6324
ER3413_3782	2912
ER3413_3783	212
ER3413_3784	8091
ER3413_3785	11301
ER3413_3786	1844
ER3413_3787	905
ER3413_3788	509
ER3413_3789	1288
ER3413_379	9430.28
ER3413_3790	4561
ER3413_3791	5497
ER3413_3793	2331
ER3413_3797	6745
ER3413_3798	2362
ER3413_3799	747
ER3413_38	3384
ER3413_380	2324.87
ER3413_3800	821
ER3413_3801	443
ER3413_3802	3829
ER3413_3803	5149
ER3413_3804	2564
ER3413_3805	3155
ER3413_3806	5471
ER3413_3807	1814
ER3413_3808	1390
ER3413_3809	2073
ER3413_3810	2483
ER3413_3811	973
ER3413_3812	9603
ER3413_3813	3005
ER3413_3814	2865
ER3413_3815	7505
ER3413_3816	9
ER3413_3817	358
ER3413_3818	5128
ER3413_3819	3812
ER3413_382	4257
ER3413_3820	5954
ER3413_3821	8127
ER3413_3822	5300
ER3413_3823	2796
ER3413_3824	2061
ER3413_3825	996
ER3413_3826	4455
ER3413_3827	1683
ER3413_3828	1835
ER3413_3829	1963
ER3413_383	993
ER3413_3830	2542
ER3413_3831	3061
ER3413_3832	5980
ER3413_3833	4866
ER3413_3834	7687
ER3413_3835	2038
ER3413_3837	988
ER3413_3838	1783
ER3413_3839	2572
ER3413_3840	3114
ER3413_3841	3030
ER3413_3842	5111
ER3413_3843	3503
ER3413_3844	566
ER3413_3845	4211
ER3413_3846	1192
ER3413_3847	3588
ER3413_3848	847
ER3413_3849	909
ER3413_385	2960
ER3413_3850	273
ER3413_3851	1709
ER3413_3852	864
ER3413_3853	1183
ER3413_3854	5669
ER3413_3855	1119
ER3413_3856	817
ER3413_3857	3261
ER3413_3858	3965
ER3413_3859	4490
ER3413_386	2798
ER3413_3860	6845
ER3413_3861	1422
ER3413_3862	4883
ER3413_3863	3289
ER3413_3864	3092
ER3413_3865	2875
ER3413_3866	4944
ER3413_3867	1860
ER3413_3868	1693
ER3413_3869	29602.87
ER3413_387	356
ER3413_3870	0.25
ER3413_3872	106146.53
ER3413_3873	17.84
ER3413_3874	2.33
ER3413_3875	0
ER3413_3876	1920
ER3413_3877	296
ER3413_3878	6104
ER3413_388	72
ER3413_3881	400
ER3413_3882	3022
ER3413_3883	6269
ER3413_3884	8239
ER3413_3885	3017
ER3413_3886	4075
ER3413_3887	393
ER3413_3888	5417
ER3413_3889	3801
ER3413_389	2070
ER3413_3890	3108
ER3413_3891	737
ER3413_3893	4183
ER3413_3895	2867
ER3413_3896	2879
ER3413_3897	2724
ER3413_3898	3226
ER3413_3899	2632
ER3413_39	253
ER3413_390	213
ER3413_3900	2242
ER3413_3901	1655
ER3413_3902	2563
ER3413_3903	3930
ER3413_3904	2705
ER3413_3905	5024
ER3413_3906	1294
ER3413_3907	4422
ER3413_3908	0
ER3413_3909	0
ER3413_391	2975
ER3413_3910	49.62
ER3413_3911	0
ER3413_3912	2880
ER3413_3913	6158
ER3413_3915	3516
ER3413_3916	2804
ER3413_3917	2170
ER3413_3918	3004
ER3413_3919	6983
ER3413_392	477
ER3413_3920	311
ER3413_3922	136
ER3413_3923	2349
ER3413_3924	2395
ER3413_3925	2117
ER3413_3926	1904
ER3413_3927	10358
ER3413_3928	2421
ER3413_393	4236
ER3413_3930	2172
ER3413_3931	596
ER3413_3932	616
ER3413_3933	2481
ER3413_3934	1291
ER3413_3935	2290
ER3413_3936	10224
ER3413_3937	2136
ER3413_3938	1701
ER3413_3939	1920
ER3413_394	2007
ER3413_3940	2226
ER3413_3941	2188.87
ER3413_3942	8072
ER3413_3943	1787
ER3413_3944	2613
ER3413_3945	3611
ER3413_3946	1948
ER3413_3947	1015.05
ER3413_3948	4783
ER3413_3949	309
ER3413_395	660
ER3413_3950	1305
ER3413_3951	1615
ER3413_3952	922
ER3413_3953	2139
ER3413_3954	5550
ER3413_3955	2038
ER3413_3956	6583
ER3413_3957	9661
ER3413_3958	3391
ER3413_3959	2592
ER3413_396	937
ER3413_3960	5628
ER3413_3961	1101
ER3413_3962	42465.16
ER3413_3963	0.33
ER3413_3964	0
ER3413_3967	161415.16
ER3413_3968	29.66
ER3413_3969	812
ER3413_397	84
ER3413_3970	1499
ER3413_3971	249
ER3413_3972	2618
ER3413_3973	1485
ER3413_3974	5904
ER3413_3975	3195
ER3413_3977	8149
ER3413_398	1447
ER3413_3980	1072
ER3413_3981	1056
ER3413_3984	3649
ER3413_3986	4595
ER3413_3987	3265
ER3413_3988	3858
ER3413_3989	4954
ER3413_399	211
ER3413_3990	1803
ER3413_3991	3008
ER3413_3992	4331
ER3413_3993	2846
ER3413_3994	4979
ER3413_3995	5145
ER3413_3996	7530
ER3413_3997	2419
ER3413_3998	3401
ER3413_3999	2734
ER3413_4	393
ER3413_40	5233
ER3413_4000	2954
ER3413_4001	4953
ER3413_4002	2294
ER3413_4003	1115
ER3413_4004	2087
ER3413_4005	822
ER3413_4006	2854
ER3413_4007	243
ER3413_4008	108
ER3413_4009	1586
ER3413_401	2102
ER3413_4010	1966
ER3413_4011	1886
ER3413_4012	10915.66
ER3413_4015	3331
ER3413_4016	3703
ER3413_4017	4627
ER3413_4018	3027
ER3413_4019	6396
ER3413_402	3370
ER3413_4020	947
ER3413_4021	378
ER3413_4022	2915
ER3413_4023	3410
ER3413_4024	3748
ER3413_4026	1529
ER3413_4027	3634
ER3413_4028	1996
ER3413_4029	1676
ER3413_403	3274
ER3413_4031	3584
ER3413_4032	2040
ER3413_4033	4025
ER3413_4034	1543
ER3413_4035	1032
ER3413_4036	2688
ER3413_4037	2357
ER3413_4038	4303
ER3413_4039	1916
ER3413_404	7694
ER3413_4040	1510
ER3413_4041	1911
ER3413_4042	1381
ER3413_4043	406
ER3413_4044	972
ER3413_4045	2358
ER3413_4046	2458
ER3413_4047	6020
ER3413_4048	3614
ER3413_4049	331
ER3413_405	3568
ER3413_4050	1075
ER3413_4051	2794
ER3413_4052	2837
ER3413_4053	1188
ER3413_4054	3827
ER3413_4055	1833
ER3413_4056	10799
ER3413_4057	171
ER3413_4058	1462
ER3413_4059	447
ER3413_4061	3286
ER3413_4062	11100
ER3413_4064	2055
ER3413_4065	9150
ER3413_4066	3130
ER3413_4067	1716
ER3413_4068	6265
ER3413_4069	1356
ER3413_407	1297
ER3413_4070	8968
ER3413_4071	3943
ER3413_4072	539
ER3413_4073	6602
ER3413_4074	1936
ER3413_4075	2261
ER3413_4076	514
ER3413_4077	4607
ER3413_4078	12190
ER3413_4079	2987
ER3413_408	2594
ER3413_4080	2289
ER3413_4081	3137
ER3413_4082	5074
ER3413_4083	5612
ER3413_4084	2632
ER3413_4086	1325
ER3413_4087	702
ER3413_4088	2367
ER3413_4089	5323
ER3413_4090	1798
ER3413_4091	42465.16
ER3413_4092	0.25
ER3413_4094	36.78
ER3413_4095	20.42
ER3413_4096	3055
ER3413_4097	2529
ER3413_4098	3152
ER3413_41	1251
ER3413_410	3684
ER3413_4100	1
ER3413_4101	1.04
ER3413_4102	0
ER3413_4103	1
ER3413_4104	4743.3
ER3413_4105	703
ER3413_4106	880
ER3413_4107	547
ER3413_4108	1811
ER3413_4109	616
ER3413_411	3520
ER3413_4110	600
ER3413_4111	9520
ER3413_4112	9948
ER3413_4113	1571
ER3413_4114	2731
ER3413_4115	3527
ER3413_4116	89
ER3413_4117	3849
ER3413_4118	1837
ER3413_4119	5436
ER3413_412	4238
ER3413_4120	665
ER3413_4121	2122
ER3413_4122	4183
ER3413_4123	3573
ER3413_4124	1358
ER3413_4125	250
ER3413_4126	1472
ER3413_4127	776
ER3413_4129	4278
ER3413_413	864
ER3413_4130	4632
ER3413_4131	3566
ER3413_4132	4627
ER3413_4134	42465.16
ER3413_4135	0.25
ER3413_4138	186370.66
ER3413_4139	20.42
ER3413_414	2547
ER3413_4140	585
ER3413_4141	867
ER3413_4142	2529
ER3413_4143	4579
ER3413_4144	3787
ER3413_4145	10305
ER3413_4146	4983
ER3413_4147	2238
ER3413_4148	15245
ER3413_4149	5841
ER3413_415	2062
ER3413_4150	1737
ER3413_4151	2895
ER3413_4152	237
ER3413_4153	3161
ER3413_4154	5051
ER3413_4155	1198.94
ER3413_4156	803
ER3413_4157	1538
ER3413_4158	4141
ER3413_4159	5937
ER3413_416	463
ER3413_4162	881
ER3413_4163	4530
ER3413_4164	2921
ER3413_4165	5223
ER3413_4166	3325
ER3413_4167	3056
ER3413_4168	4489
ER3413_417	4737
ER3413_4170	2364
ER3413_4173	991
ER3413_4174	2954
ER3413_4175	6512
ER3413_4176	431
ER3413_4177	1696
ER3413_4178	4381
ER3413_4179	130
ER3413_418	1952
ER3413_4180	898
ER3413_4181	265
ER3413_4182	2202
ER3413_4184	2265
ER3413_4185	352
ER3413_4186	3437
ER3413_4187	3167
ER3413_4188	3973
ER3413_4189	3289
ER3413_419	424
ER3413_4192	1805
ER3413_4193	873
ER3413_4194	287
ER3413_4195	12325
ER3413_4196	2749
ER3413_4197	291
ER3413_4198	6267
ER3413_4199	350
ER3413_42	7797
ER3413_420	1821
ER3413_4200	577
ER3413_4202	4810
ER3413_4203	7816
ER3413_4204	4383
ER3413_4205	5242
ER3413_4206	538
ER3413_4207	10339
ER3413_4208	4489
ER3413_4209	925
ER3413_421	782
ER3413_4210	1643
ER3413_4211	4366
ER3413_4212	9098
ER3413_4213	618
ER3413_4214	1025
ER3413_4216	4154
ER3413_4217	1814
ER3413_4218	7245
ER3413_422	648
ER3413_4221	7066
ER3413_4222	6567
ER3413_4223	4624
ER3413_4224	344
ER3413_4225	6499
ER3413_4226	2670
ER3413_4227	1765
ER3413_4228	2993
ER3413_4229	3947
ER3413_423	3018
ER3413_4230	2413
ER3413_4231	2855
ER3413_4232	881
ER3413_4233	672
ER3413_4234	5318
ER3413_4235	905
ER3413_4236	3308
ER3413_4237	13080
ER3413_4238	4849
ER3413_4239	6829
ER3413_424	516
ER3413_4240	2923
ER3413_4241	12662
ER3413_4242	3153
ER3413_4243	4902
ER3413_4244	8176
ER3413_4247	3810
ER3413_4248	4872
ER3413_4249	1049
ER3413_425	274
ER3413_4250	308
ER3413_4251	7142
ER3413_4252	3328
ER3413_4253	5470
ER3413_4254	3168
ER3413_4255	1492
ER3413_4256	6010
ER3413_4257	5604
ER3413_4258	2866
ER3413_4259	7361
ER3413_426	2159
ER3413_4260	2875
ER3413_4261	2933
ER3413_4262	7709
ER3413_4263	1540
ER3413_4264	5242
ER3413_4265	4495
ER3413_4266	1556
ER3413_4267	4160
ER3413_4269	169
ER3413_427	861
ER3413_4270	280
ER3413_4271	427
ER3413_4272	33
ER3413_4273	4672
ER3413_4274	4503
ER3413_4275	5927
ER3413_4276	3666
ER3413_4277	5372
ER3413_4278	0
ER3413_4279	1247
ER3413_428	1677
ER3413_4280	4433
ER3413_4281	575
ER3413_4282	3436
ER3413_4283	3513
ER3413_4284	1097
ER3413_4285	4935
ER3413_4286	280
ER3413_4287	4070
ER3413_4288	497
ER3413_4289	2322
ER3413_429	4633
ER3413_4290	1866
ER3413_4291	1116
ER3413_4292	0
ER3413_4293	19
ER3413_4294	1012
ER3413_4295	489
ER3413_4296	3287
ER3413_4297	424
ER3413_4298	457
ER3413_4299	1189
ER3413_43	512
ER3413_430	1508
ER3413_4300	5305
ER3413_4301	2380
ER3413_4302	5078
ER3413_4303	412
ER3413_4304	445
ER3413_4305	10889
ER3413_4306	3243
ER3413_4307	2000
ER3413_4308	858
ER3413_4309	30.5
ER3413_431	209
ER3413_4310	30.5
ER3413_4311	30.5
ER3413_4312	2869
ER3413_4313	7426
ER3413_4314	980
ER3413_4315	5501
ER3413_4316	8022
ER3413_4317	3004
ER3413_4318	320
ER3413_4319	3349
ER3413_432	3635
ER3413_4320	3612
ER3413_4321	2099
ER3413_4322	194
ER3413_4323	2723
ER3413_4324	658
ER3413_4325	7363
ER3413_4326	1987
ER3413_4327	501
ER3413_4328	1344
ER3413_4329	1699
ER3413_433	1468
ER3413_4330	788
ER3413_4331	1583
ER3413_4332	2702
ER3413_4333	5499
ER3413_4334	312
ER3413_4335	442
ER3413_4336	1477
ER3413_4337	1728
ER3413_4338	3324
ER3413_4339	3763
ER3413_434	1973
ER3413_4340	326
ER3413_4341	761
ER3413_4342	2975
ER3413_4343	2255
ER3413_4344	2724
ER3413_4345	257
ER3413_4346	442
ER3413_4347	134
ER3413_4348	450
ER3413_4349	2738
ER3413_435	684
ER3413_4350	1298
ER3413_4352	1794
ER3413_4353	4432
ER3413_4354	1635
ER3413_4355	3221
ER3413_4356	3283
ER3413_4357	764
ER3413_4358	5448
ER3413_4359	1411
ER3413_436	3752
ER3413_4360	3970
ER3413_4361	1238
ER3413_4362	132
ER3413_4363	3391
ER3413_4364	1417
ER3413_4366	4399
ER3413_4367	12150
ER3413_4368	280
ER3413_4369	182
ER3413_437	1978
ER3413_4370	764
ER3413_4371	855
ER3413_4372	3316
ER3413_4373	3988
ER3413_4374	3764
ER3413_4375	2896
ER3413_4376	2348
ER3413_4377	3917
ER3413_4378	747
ER3413_4379	3577
ER3413_438	349
ER3413_4381	742
ER3413_4382	4800
ER3413_4384	4072
ER3413_4385	3441
ER3413_4386	1811
ER3413_4387	8393
ER3413_4388	587
ER3413_4389	816
ER3413_439	852
ER3413_4390	2461
ER3413_4391	896
ER3413_4392	1723
ER3413_4393	1242
ER3413_4394	622
ER3413_4395	5401
ER3413_4396	3741
ER3413_4397	1071
ER3413_4398	1323
ER3413_4399	6405
ER3413_44	2207
ER3413_440	4122
ER3413_4400	7447
ER3413_4401	904
ER3413_4402	3546
ER3413_4404	2633
ER3413_4405	3626
ER3413_4406	6163
ER3413_4407	3021
ER3413_4408	3613
ER3413_4409	1467
ER3413_441	1967
ER3413_4410	3088
ER3413_4411	1310
ER3413_4412	3722
ER3413_4414	0
ER3413_4416	4567.27
ER3413_4417	13782.77
ER3413_442	3906
ER3413_4422	5991
ER3413_4423	6269
ER3413_4424	6258
ER3413_4428	16638.87
ER3413_443	1053
ER3413_4432	1959
ER3413_4434	4690
ER3413_4435	5731
ER3413_4436	4607
ER3413_4437	16990
ER3413_4438	4670
ER3413_4439	1091
ER3413_444	536
ER3413_4442	2799
ER3413_4444	5600
ER3413_4445	8538
ER3413_4446	2517
ER3413_4447	3327
ER3413_4448	2382
ER3413_4449	1087
ER3413_4450	666
ER3413_4451	2056
ER3413_4452	3632
ER3413_4453	378
ER3413_4454	2817
ER3413_4455	3645
ER3413_4456	993
ER3413_4457	254
ER3413_446	1980
ER3413_4461	2445
ER3413_4462	3112
ER3413_4463	3239
ER3413_4464	1807.88
ER3413_4465	1807.88
ER3413_4466	6571
ER3413_4467	973
ER3413_4468	1370
ER3413_4469	1307
ER3413_447	863
ER3413_4470	742
ER3413_4471	2388
ER3413_4472	1518
ER3413_4473	1818
ER3413_4474	1377
ER3413_4475	127
ER3413_4476	82.78
ER3413_4477	44.82
ER3413_4478	82.78
ER3413_4479	2507
ER3413_448	2431
ER3413_4480	678
ER3413_4481	904
ER3413_4482	1804
ER3413_4483	4064
ER3413_4484	1273
ER3413_4485	81
ER3413_4486	1803
ER3413_4487	1878
ER3413_4488	1914
ER3413_4489	3583
ER3413_449	4742
ER3413_4492	2342
ER3413_4493	4200
ER3413_4494	3222
ER3413_4495	1682
ER3413_4496	3232
ER3413_4497	4054
ER3413_4498	1047
ER3413_4499	4694
ER3413_45	520
ER3413_450	282
ER3413_4500	4102
ER3413_4501	2676
ER3413_4503	4761
ER3413_4504	4833
ER3413_4505	252
ER3413_4506	1281
ER3413_4507	1867
ER3413_4508	1069
ER3413_4509	829
ER3413_451	4605
ER3413_4510	1341
ER3413_4511	3522
ER3413_4512	3991
ER3413_4513	1106
ER3413_4514	1464
ER3413_4515	271
ER3413_4516	86
ER3413_4517	0
ER3413_4518	37
ER3413_4519	0
ER3413_452	365
ER3413_4520	145
ER3413_4521	0
ER3413_4522	0
ER3413_4523	0
ER3413_4524	642
ER3413_4525	3016.13
ER3413_4526	1375
ER3413_4527	178
ER3413_4528	18
ER3413_4529	0
ER3413_453	581
ER3413_4530	1139
ER3413_4531	13
ER3413_4532	130
ER3413_4533	1607
ER3413_4534	0
ER3413_4535	66
ER3413_4536	0
ER3413_4537	72
ER3413_4538	0
ER3413_4539	0
ER3413_454	1635
ER3413_4540	78
ER3413_4541	28
ER3413_4542	24
ER3413_4543	194
ER3413_4544	245
ER3413_4545	121
ER3413_4546	0
ER3413_4547	13.52
ER3413_4548	47
ER3413_4549	0
ER3413_455	5398
ER3413_4550	0
ER3413_4551	39
ER3413_4552	213
ER3413_4553	0
ER3413_4554	0
ER3413_4555	144
ER3413_4556	377
ER3413_4557	142
ER3413_4558	0
ER3413_4559	0
ER3413_456	1495
ER3413_4560	0
ER3413_4561	129
ER3413_4562	373
ER3413_4563	0
ER3413_4564	325
ER3413_4565	0
ER3413_4566	4
ER3413_4567	0
ER3413_4568	1467.24
ER3413_4569	1663.08
ER3413_457	667
ER3413_4570	0
ER3413_4571	521
ER3413_4572	711
ER3413_4573	2
ER3413_4574	1194
ER3413_4575	821
ER3413_4576	0
ER3413_4577	0
ER3413_4578	87
ER3413_4579	1
ER3413_458	3571
ER3413_4580	678
ER3413_4581	0
ER3413_4582	544
ER3413_4583	234
ER3413_4584	0
ER3413_4585	90
ER3413_4586	7
ER3413_4587	86
ER3413_4588	6
ER3413_4589	2181
ER3413_459	4559
ER3413_4590	0
ER3413_4591	0
ER3413_4592	20
ER3413_4593	401
ER3413_4594	312
ER3413_4595	2222
ER3413_4596	12.04
ER3413_4597	1535
ER3413_4598	426
ER3413_4599	0
ER3413_46	2099
ER3413_4600	0
ER3413_4601	0
ER3413_4602	10.48
ER3413_4603	1
ER3413_4604	1
ER3413_4605	1663.08
ER3413_4606	0
ER3413_4607	173
ER3413_4608	614
ER3413_4609	919
ER3413_461	247
ER3413_4610	0
ER3413_4611	1175
ER3413_4612	0
ER3413_4613	331
ER3413_4614	105
ER3413_4615	1852.41
ER3413_4616	0
ER3413_4617	307
ER3413_4618	145
ER3413_4619	0
ER3413_462	6697
ER3413_4620	0
ER3413_4621	203
ER3413_4622	214
ER3413_4623	68
ER3413_4624	285
ER3413_4625	0
ER3413_4626	731
ER3413_4627	928.6
ER3413_4628	2
ER3413_4629	605
ER3413_463	1577
ER3413_4630	8
ER3413_4631	0
ER3413_4632	0
ER3413_4633	15328
ER3413_4634	578
ER3413_4635	1791
ER3413_4636	1
ER3413_4637	703
ER3413_4638	0
ER3413_4639	3
ER3413_4640	0
ER3413_4641	20
ER3413_4642	0
ER3413_4643	0
ER3413_4644	0
ER3413_4645	161.96
ER3413_4646	0
ER3413_4647	0
ER3413_4648	0
ER3413_4649	0
ER3413_465	528
ER3413_4650	0
ER3413_4651	108.35
ER3413_4652	1.65
ER3413_4653	110
ER3413_4654	18
ER3413_4655	21
ER3413_4656	3
ER3413_4657	0
ER3413_4658	84
ER3413_4659	35
ER3413_466	806
ER3413_4660	0
ER3413_4661	86
ER3413_4662	2
ER3413_4663	0
ER3413_4664	18
ER3413_4665	15
ER3413_4666	20
ER3413_4667	0
ER3413_4668	1
ER3413_4669	0
ER3413_467	626
ER3413_4670	104
ER3413_4671	370
ER3413_4672	0
ER3413_4673	13
ER3413_4674	80.83
ER3413_4675	0
ER3413_4676	0
ER3413_4677	2
ER3413_4678	0
ER3413_4679	42
ER3413_468	3642
ER3413_4680	18
ER3413_4681	0
ER3413_4682	8
ER3413_4683	3
ER3413_4684	0
ER3413_4685	0
ER3413_4686	0
ER3413_4687	0
ER3413_4688	29
ER3413_4689	0
ER3413_469	989
ER3413_4690	17
ER3413_4691	0
ER3413_4692	0
ER3413_4693	0
ER3413_4694	28.95
ER3413_47	2273
ER3413_470	911
ER3413_471	159
ER3413_472	235
ER3413_473	7434
ER3413_474	2121
ER3413_475	1003
ER3413_476	7980
ER3413_477	35
ER3413_478	2179
ER3413_479	613
ER3413_48	3455
ER3413_480	968
ER3413_481	10961
ER3413_482	385
ER3413_483	2368
ER3413_484	4071
ER3413_486	1183
ER3413_487	2090
ER3413_488	2312
ER3413_489	2510
ER3413_49	6078
ER3413_490	5625
ER3413_491	5700
ER3413_492	4423
ER3413_493	789
ER3413_494	1556
ER3413_495	413
ER3413_496	11346
ER3413_497	2267
ER3413_498	3198
ER3413_499	1140
ER3413_5	1738
ER3413_50	2062
ER3413_500	1645
ER3413_501	1455
ER3413_502	1107
ER3413_503	1872
ER3413_504	1922
ER3413_505	1749
ER3413_506	1576
ER3413_507	1308
ER3413_508	9520
ER3413_509	46069.88
ER3413_510	690
ER3413_513	2621
ER3413_514	1714
ER3413_515	659
ER3413_516	1681
ER3413_517	4037
ER3413_518	1862
ER3413_519	1905
ER3413_520	4770
ER3413_521	2718
ER3413_522	3088
ER3413_523	5328
ER3413_525	3643
ER3413_526	2594
ER3413_527	6581
ER3413_529	2572
ER3413_53	1610
ER3413_530	2645
ER3413_531	2934
ER3413_532	2433
ER3413_533	1846
ER3413_534	868
ER3413_535	3602
ER3413_536	1021
ER3413_537	126
ER3413_538	2426
ER3413_539	553
ER3413_54	6778
ER3413_540	1122
ER3413_541	7285
ER3413_542	2407
ER3413_543	878
ER3413_544	1312
ER3413_546	0
ER3413_547	2758
ER3413_55	6191
ER3413_550	1771.13
ER3413_551	8741.15
ER3413_552	3
ER3413_554	4
ER3413_556	1
ER3413_557	0
ER3413_558	0
ER3413_559	1
ER3413_56	2655
ER3413_560	0
ER3413_561	0
ER3413_562	17529.58
ER3413_563	60
ER3413_564	298.68
ER3413_565	1198.94
ER3413_566	0
ER3413_567	13090.4
ER3413_57	3476
ER3413_570	2004
ER3413_571	3202
ER3413_572	1604
ER3413_573	1953
ER3413_574	6625
ER3413_575	7779
ER3413_576	2905
ER3413_577	1695
ER3413_579	2207
ER3413_58	9086
ER3413_580	406
ER3413_581	3413
ER3413_582	9782
ER3413_583	3146
ER3413_584	3337
ER3413_585	1051
ER3413_586	601
ER3413_587	147
ER3413_588	2631
ER3413_589	17
ER3413_59	1822
ER3413_590	5275
ER3413_591	1119
ER3413_592	6283
ER3413_594	2895
ER3413_595	79
ER3413_597	12756
ER3413_598	1538
ER3413_599	2745
ER3413_6	8281
ER3413_60	2272
ER3413_600	4815
ER3413_601	10809
ER3413_602	5781
ER3413_603	2928
ER3413_604	3444
ER3413_605	4013
ER3413_606	2074
ER3413_607	3410
ER3413_608	589
ER3413_609	9698
ER3413_61	1933
ER3413_610	22
ER3413_611	5119
ER3413_612	3108
ER3413_613	1890
ER3413_614	3220
ER3413_615	2391
ER3413_616	2112
ER3413_617	790
ER3413_619	2953
ER3413_62	6402
ER3413_620	456
ER3413_621	3509
ER3413_623	404
ER3413_624	1530
ER3413_625	3863
ER3413_626	2077
ER3413_627	1877
ER3413_628	3094
ER3413_629	1965
ER3413_63	2697
ER3413_630	90
ER3413_631	1704
ER3413_632	6071
ER3413_633	1016
ER3413_634	2940
ER3413_636	1369
ER3413_637	318
ER3413_638	623
ER3413_64	4712
ER3413_641	98
ER3413_642	1601
ER3413_643	1800
ER3413_644	1242
ER3413_645	139
ER3413_646	2152
ER3413_647	3023
ER3413_649	2773
ER3413_65	8.17
ER3413_650	4054
ER3413_651	926
ER3413_652	234
ER3413_653	1217
ER3413_654	1242
ER3413_655	1845
ER3413_656	559
ER3413_657	5286
ER3413_658	628
ER3413_659	1926
ER3413_66	3588
ER3413_660	1030
ER3413_661	3713
ER3413_662	765
ER3413_663	1640
ER3413_664	3470
ER3413_665	4438
ER3413_666	1743
ER3413_667	1615
ER3413_668	1504
ER3413_669	2343
ER3413_67	1343
ER3413_670	1695
ER3413_671	17529.58
ER3413_672	4874
ER3413_674	1810
ER3413_675	387
ER3413_676	1789
ER3413_677	2138
ER3413_678	4015
ER3413_679	3
ER3413_68	7107
ER3413_680	1
ER3413_681	0
ER3413_682	2.5
ER3413_683	2.5
ER3413_684	0
ER3413_685	0
ER3413_686	3278
ER3413_688	1081
ER3413_689	2236
ER3413_69	3033
ER3413_690	2357
ER3413_691	1116
ER3413_694	4597
ER3413_695	2980
ER3413_696	2987
ER3413_697	253
ER3413_698	529
ER3413_699	678
ER3413_7	2011
ER3413_70	4755
ER3413_700	174
ER3413_701	1323
ER3413_702	681
ER3413_703	3612
ER3413_704	730
ER3413_707	2837
ER3413_708	4786
ER3413_709	2742
ER3413_710	10694
ER3413_711	1922
