gene_id	476822_S10
ER3413_2323	1
ER3413_2324	1
ER3413_2325	1
ER3413_2326	2
ER3413_2327	1
ER3413_2328	1
ER3413_2329	4
ER3413_2330	4
ER3413_2331	1
ER3413_2332	4
ER3413_2333	0
ER3413_2334	1
ER3413_2335	0
ER3413_2336	1
ER3413_2337	2
ER3413_2338	1
ER3413_2339	0
ER3413_2340	547
ER3413_2341	2440
ER3413_2342	244
ER3413_2343	1641
ER3413_2344	1624
ER3413_2345	3672
ER3413_2346	4361
ER3413_2347	1896
ER3413_2348	971
ER3413_2349	2290
ER3413_235	4871
ER3413_2350	760
ER3413_2351	1297
ER3413_2352	4024
ER3413_2353	3787
ER3413_2354	6020
ER3413_2355	398
ER3413_2356	865
ER3413_2357	1174
ER3413_2358	1586
ER3413_2359	6510
ER3413_236	411
ER3413_2360	3242
ER3413_2361	609
ER3413_2362	5026
ER3413_2363	870
ER3413_2364	620
ER3413_2365	2258
ER3413_2366	2543
ER3413_2367	797
ER3413_2368	4731
ER3413_2369	1800
ER3413_237	1068
ER3413_2370	785
ER3413_2371	435
ER3413_2373	1945
ER3413_2374	4009
ER3413_2375	3324
ER3413_2376	702
ER3413_2377	535
ER3413_2378	956
ER3413_2379	1192
ER3413_238	1438
ER3413_2380	337
ER3413_2381	1825
ER3413_2382	1455
ER3413_2383	1293
ER3413_2384	1180
ER3413_2385	1244
ER3413_2386	1243
ER3413_2387	1206
ER3413_2388	728
ER3413_2389	2953
ER3413_2390	924
ER3413_2391	2738
ER3413_2392	3463
ER3413_2393	1713
ER3413_2394	1251
ER3413_2395	1130
ER3413_2396	1284
ER3413_2397	1979
ER3413_2399	4185
ER3413_24	2646
ER3413_2400	1876
ER3413_2402	7301
ER3413_2403	5987
ER3413_2404	218
ER3413_2405	959
ER3413_2406	2017
ER3413_2407	1342
ER3413_2408	3198
ER3413_2409	1412
ER3413_241	6458
ER3413_2410	858
ER3413_2411	2221
ER3413_2412	1220
ER3413_2413	426
ER3413_2414	961
ER3413_2415	1552
ER3413_2418	826
ER3413_242	820
ER3413_2420	579
ER3413_2421	6102
ER3413_2422	2935
ER3413_2423	220
ER3413_2424	2302
ER3413_2425	2380
ER3413_2426	1554
ER3413_2427	1998
ER3413_2428	0
ER3413_2429	2288
ER3413_243	4512
ER3413_2430	2017
ER3413_2431	1671
ER3413_2432	655
ER3413_2436	625
ER3413_2439	444
ER3413_244	911
ER3413_2440	1389
ER3413_2441	582
ER3413_2442	387
ER3413_2443	298
ER3413_2444	104
ER3413_2445	1941
ER3413_2446	3301
ER3413_2447	2816
ER3413_2448	4520
ER3413_2449	2315
ER3413_245	4129
ER3413_2450	790
ER3413_2451	10093
ER3413_2452	2513
ER3413_2453	2663
ER3413_2454	3462
ER3413_2455	2762
ER3413_2456	1886
ER3413_2458	222
ER3413_2459	2085
ER3413_246	4905
ER3413_2460	0
ER3413_2461	2510
ER3413_2462	3545
ER3413_2463	1054
ER3413_2464	1428
ER3413_2465	6161
ER3413_2466	5071
ER3413_2467	2817
ER3413_2468	2514
ER3413_2469	284
ER3413_247	4909
ER3413_2470	2742
ER3413_2471	2778
ER3413_2472	309
ER3413_2473	2806
ER3413_2474	2736
ER3413_2475	5275
ER3413_2476	5090
ER3413_2477	4
ER3413_2478	4
ER3413_2479	175
ER3413_248	0
ER3413_2480	391
ER3413_2481	2485
ER3413_2483	8.8
ER3413_2484	8.8
ER3413_2485	8.8
ER3413_2486	3.5
ER3413_2487	2205
ER3413_2489	2680
ER3413_249	716
ER3413_2490	1436
ER3413_2491	1737
ER3413_2492	1499
ER3413_2493	42
ER3413_2494	2552
ER3413_2495	4904
ER3413_2496	4209
ER3413_2497	1652
ER3413_2498	1762
ER3413_2499	200
ER3413_25	1887
ER3413_250	781
ER3413_2500	2891
ER3413_2501	672
ER3413_2502	1291
ER3413_2503	307
ER3413_2504	1694
ER3413_2505	2467
ER3413_2506	6147
ER3413_2507	2834
ER3413_2508	1876
ER3413_2509	1706
ER3413_251	190
ER3413_2510	1371
ER3413_2511	1459
ER3413_2512	2090
ER3413_2513	6327
ER3413_2514	2452
ER3413_2515	2009
ER3413_2516	524
ER3413_2517	909
ER3413_2518	1012
ER3413_2519	1186
ER3413_252	1722
ER3413_2520	2174
ER3413_2521	2157
ER3413_2522	1607
ER3413_2523	1051
ER3413_2524	2978
ER3413_2525	3737
ER3413_2526	6544
ER3413_2527	4030
ER3413_2528	5811
ER3413_2529	2103
ER3413_253	1619
ER3413_2530	4846
ER3413_2531	242
ER3413_2532	303
ER3413_2533	7616
ER3413_2534	2656
ER3413_2535	1948
ER3413_2536	686
ER3413_2537	242
ER3413_2538	4364
ER3413_2539	1778
ER3413_254	171
ER3413_2540	5947
ER3413_2541	3091
ER3413_2542	972
ER3413_2543	6975
ER3413_2544	3418
ER3413_2545	8641
ER3413_2546	518
ER3413_2547	2925
ER3413_2548	193
ER3413_2549	1394
ER3413_255	1187
ER3413_2550	8552
ER3413_2551	1983
ER3413_2552	1491
ER3413_2553	1903
ER3413_2554	1920
ER3413_2555	1074
ER3413_2556	791
ER3413_2557	977
ER3413_2558	7690
ER3413_2559	2158
ER3413_256	1596
ER3413_2560	5784
ER3413_2561	1063
ER3413_2562	4106
ER3413_2563	4007
ER3413_2564	1153
ER3413_2565	2003
ER3413_2566	376
ER3413_2567	4794
ER3413_2568	2240
ER3413_2569	2557
ER3413_2570	3951
ER3413_2571	437
ER3413_2572	2965
ER3413_2573	3507
ER3413_2574	863
ER3413_2576	1935
ER3413_2577	1192
ER3413_2578	4480
ER3413_2579	3562
ER3413_258	4076
ER3413_2580	6154
ER3413_2582	62
ER3413_2583	1742
ER3413_2584	819
ER3413_2585	2656
ER3413_2586	3334
ER3413_2588	66
ER3413_2589	3088
ER3413_259	4165
ER3413_2590	2897
ER3413_2591	2355
ER3413_2592	846
ER3413_2593	2089
ER3413_2594	1843
ER3413_2595	2520
ER3413_2596	1831
ER3413_2597	476
ER3413_2598	10407
ER3413_2599	12837
ER3413_260	4985
ER3413_2600	1414
ER3413_2603	1155
ER3413_2604	4625
ER3413_2605	89
ER3413_2606	346
ER3413_2607	7443
ER3413_2608	496
ER3413_2610	375
ER3413_2611	386
ER3413_2612	2186
ER3413_2613	636
ER3413_2614	3865
ER3413_2615	1904
ER3413_2616	1645
ER3413_2617	4264
ER3413_2618	2821
ER3413_2619	1763
ER3413_262	16433.52
ER3413_2620	2800
ER3413_2621	950
ER3413_2622	253
ER3413_2623	2088
ER3413_2624	2798
ER3413_2625	633
ER3413_2626	2737
ER3413_2627	2595
ER3413_2628	4694
ER3413_2629	3842
ER3413_2630	1893
ER3413_2631	10814
ER3413_2632	2994
ER3413_2633	2753
ER3413_2634	2265
ER3413_2635	199
ER3413_2636	3739
ER3413_2637	834
ER3413_2638	3222
ER3413_2639	14793
ER3413_2640	571
ER3413_2641	2957
ER3413_2642	1305
ER3413_2643	1466
ER3413_2644	151
ER3413_2645	339
ER3413_2646	1225
ER3413_2647	1602
ER3413_2648	1422
ER3413_2649	1277
ER3413_265	17529.58
ER3413_2650	1692
ER3413_2651	4261
ER3413_2652	695
ER3413_2653	1211
ER3413_2654	892
ER3413_2655	718
ER3413_2656	1771
ER3413_2657	4039
ER3413_2658	3324
ER3413_2659	1810
ER3413_266	9716
ER3413_2660	1190
ER3413_2661	523
ER3413_2662	1399
ER3413_2663	4991
ER3413_2664	414
ER3413_2665	1011
ER3413_2666	6385
ER3413_2667	2941
ER3413_2668	3451
ER3413_2669	309
ER3413_267	8098
ER3413_2670	17.84
ER3413_2671	275126.55
ER3413_2673	0.25
ER3413_2674	27455.84
ER3413_2675	4956
ER3413_2676	1922
ER3413_2677	1540
ER3413_2678	975
ER3413_2679	918
ER3413_268	5107
ER3413_2680	2632
ER3413_2681	2120
ER3413_2682	2515
ER3413_2683	307
ER3413_2684	923
ER3413_2685	2386
ER3413_2686	661
ER3413_2687	435
ER3413_2688	1036
ER3413_2689	596
ER3413_2690	183
ER3413_2691	2497
ER3413_2692	1504
ER3413_2693	2807
ER3413_2694	1065
ER3413_2696	1464
ER3413_2697	3229
ER3413_2698	139
ER3413_2699	152
ER3413_27	2651
ER3413_270	4941.58
ER3413_2700	879
ER3413_2701	573
ER3413_2702	2621
ER3413_2703	2772
ER3413_2704	5132
ER3413_2705	4951
ER3413_2706	4600
ER3413_2707	366
ER3413_2708	2779
ER3413_2709	568
ER3413_2710	1797
ER3413_2711	2857
ER3413_2712	1401
ER3413_2713	472
ER3413_2714	924
ER3413_2715	822
ER3413_2719	4701
ER3413_2721	600
ER3413_2722	661
ER3413_2723	335
ER3413_2724	337
ER3413_2725	18729
ER3413_2729	1
ER3413_273	14654
ER3413_2732	1644
ER3413_2733	4976
ER3413_2734	14756
ER3413_2735	7755
ER3413_2736	4007
ER3413_2737	734
ER3413_2738	1678
ER3413_2739	49
ER3413_274	8696
ER3413_2740	187
ER3413_2741	1274
ER3413_2742	393
ER3413_2743	766
ER3413_2744	441
ER3413_2745	485
ER3413_2746	145
ER3413_2747	594
ER3413_2748	4790
ER3413_2749	2350
ER3413_275	44282
ER3413_2750	2274
ER3413_2751	3427
ER3413_2752	1878
ER3413_2756	1556
ER3413_2757	392
ER3413_2758	812
ER3413_276	19719
ER3413_2760	3321
ER3413_2761	3327
ER3413_2762	382
ER3413_2764	3143
ER3413_2765	798
ER3413_2766	804
ER3413_2767	7.25
ER3413_2768	7.25
ER3413_2769	7.25
ER3413_277	25183
ER3413_2770	7.25
ER3413_2771	2
ER3413_2772	65
ER3413_2774	5906
ER3413_2776	443
ER3413_2777	3258
ER3413_2778	883
ER3413_2779	2467
ER3413_278	9505
ER3413_2780	959
ER3413_2781	2645
ER3413_2782	351
ER3413_2783	1592
ER3413_2784	1313
ER3413_2785	1851
ER3413_2786	4837
ER3413_2787	3863
ER3413_2788	4453
ER3413_2789	3890
ER3413_279	10663
ER3413_2790	12354
ER3413_2791	991
ER3413_2793	1816
ER3413_2794	3891
ER3413_2795	3451
ER3413_2796	1245
ER3413_2797	506
ER3413_2798	2500
ER3413_2799	847
ER3413_28	11875
ER3413_2800	7588
ER3413_2801	4232
ER3413_2802	6535
ER3413_2803	2258
ER3413_2804	609
ER3413_2805	406
ER3413_2806	2137
ER3413_2807	104
ER3413_2808	2359
ER3413_2809	2603
ER3413_281	4941.58
ER3413_2810	4310
ER3413_2811	453
ER3413_2813	8463
ER3413_2814	1358
ER3413_2815	1661
ER3413_2816	1720
ER3413_2817	4173
ER3413_2818	878
ER3413_2819	1484
ER3413_2820	3405
ER3413_2821	2120
ER3413_2822	2373
ER3413_2824	1009
ER3413_2825	946
ER3413_2826	2016
ER3413_2827	597
ER3413_2828	1562
ER3413_2829	272
ER3413_283	2201
ER3413_2830	520
ER3413_2831	725
ER3413_2832	2871
ER3413_2833	2083
ER3413_2834	2500
ER3413_2837	572
ER3413_2838	2003
ER3413_2839	1692
ER3413_284	2655
ER3413_2840	3402
ER3413_2841	834
ER3413_2842	4224
ER3413_2844	8748
ER3413_2845	1500
ER3413_2846	4971
ER3413_2847	5828
ER3413_2848	472
ER3413_2849	4074
ER3413_285	4648
ER3413_2850	77
ER3413_2851	994
ER3413_2852	2383
ER3413_2853	1924
ER3413_2854	3327
ER3413_2855	3021
ER3413_2856	1623
ER3413_2857	4079
ER3413_2858	3354
ER3413_2861	1137
ER3413_2862	5
ER3413_2863	3330
ER3413_2864	2531
ER3413_2865	3011
ER3413_2866	1546
ER3413_2867	565
ER3413_2868	192
ER3413_2869	5344
ER3413_287	10908
ER3413_2870	2624
ER3413_2871	7001
ER3413_2872	3773
ER3413_2873	2609
ER3413_2874	4224
ER3413_2877	727
ER3413_2878	1860
ER3413_2879	398
ER3413_288	0
ER3413_2880	1161
ER3413_2881	1657
ER3413_2882	3759
ER3413_2883	2505
ER3413_2884	5171
ER3413_2885	2671
ER3413_2886	3002
ER3413_2887	973
ER3413_2888	3306
ER3413_2889	4185
ER3413_2890	3219
ER3413_2891	534
ER3413_2892	1287
ER3413_2893	3341
ER3413_2894	402
ER3413_2895	2982
ER3413_2896	138
ER3413_2897	3356
ER3413_2898	590
ER3413_2899	1851
ER3413_29	641
ER3413_290	10400
ER3413_2900	1876
ER3413_2901	18
ER3413_2902	18
ER3413_2903	18
ER3413_2904	3389
ER3413_2905	2752
ER3413_2906	5459
ER3413_2907	11267
ER3413_2908	7223
ER3413_2909	8701
ER3413_291	18449
ER3413_2910	529
ER3413_2911	785
ER3413_2912	1336
ER3413_2913	733
ER3413_2914	1087
ER3413_2916	2585
ER3413_2917	4930
ER3413_2918	1006
ER3413_292	9264
ER3413_2920	1279
ER3413_2921	1551
ER3413_2922	198
ER3413_2923	2098
ER3413_2924	4302
ER3413_2925	5413
ER3413_2926	3128
ER3413_2927	2987
ER3413_2928	1210
ER3413_2929	2535
ER3413_293	2109
ER3413_2930	3546
ER3413_2931	1628
ER3413_2932	2359
ER3413_2933	2274
ER3413_2934	3728
ER3413_2935	1172
ER3413_2937	2294
ER3413_2938	935
ER3413_2939	1
ER3413_2940	927
ER3413_2941	3571
ER3413_2942	114
ER3413_2946	13587.55
ER3413_2947	1886.98
ER3413_2949	0
ER3413_295	3251
ER3413_2950	1803
ER3413_2951	6874
ER3413_2952	1573
ER3413_2953	708
ER3413_2954	5603
ER3413_2955	2748
ER3413_2956	2379
ER3413_2957	2641
ER3413_2958	3732
ER3413_2959	2219
ER3413_296	2136
ER3413_2960	4699
ER3413_2961	1994
ER3413_2962	1156
ER3413_2963	8929
ER3413_2964	2796
ER3413_2965	1342
ER3413_2966	7712
ER3413_2967	4704
ER3413_2968	3818
ER3413_2969	4895
ER3413_297	6477
ER3413_2970	911
ER3413_2971	5609
ER3413_2972	4993
ER3413_2973	22
ER3413_2974	1373
ER3413_2975	3734
ER3413_2976	2103
ER3413_2978	5564
ER3413_2979	1256
ER3413_298	12147
ER3413_2980	1867
ER3413_2981	850
ER3413_2982	660
ER3413_2983	169
ER3413_2985	1711
ER3413_2986	1781
ER3413_2987	484
ER3413_2988	3387
ER3413_2989	2490
ER3413_299	2497
ER3413_2990	6979
ER3413_2991	387
ER3413_2992	3053
ER3413_2994	4454
ER3413_2995	3402
ER3413_2996	2702
ER3413_2997	864
ER3413_2998	359
ER3413_2999	955
ER3413_3	2864
ER3413_30	1255
ER3413_300	1251
ER3413_3000	3201
ER3413_3002	1063
ER3413_3004	2420
ER3413_3005	7454
ER3413_3006	3228
ER3413_3007	1506
ER3413_3008	2039
ER3413_3009	3379
ER3413_301	2363
ER3413_3010	1424
ER3413_3011	1793
ER3413_3012	1774
ER3413_3013	2284
ER3413_3014	2953
ER3413_3015	1769
ER3413_3016	1721
ER3413_3017	862
ER3413_3018	2280
ER3413_3019	2389
ER3413_302	22
ER3413_3020	5472
ER3413_3021	957
ER3413_3022	4780
ER3413_3023	1032
ER3413_3024	2056
ER3413_3025	5165
ER3413_3026	19
ER3413_3028	1869
ER3413_303	433
ER3413_3030	3471
ER3413_3031	973
ER3413_3032	1394
ER3413_3033	1152
ER3413_3034	2272
ER3413_3035	1237
ER3413_3036	458
ER3413_3038	3236
ER3413_3039	1095
ER3413_3040	1305
ER3413_3041	485
ER3413_3042	1102
ER3413_3043	4677
ER3413_3044	2729
ER3413_3045	2276
ER3413_3046	1025
ER3413_3048	238
ER3413_3049	1464
ER3413_305	0
ER3413_3050	3202
ER3413_3051	292
ER3413_3052	1833
ER3413_3053	2807
ER3413_3054	6214
ER3413_3055	1619
ER3413_3056	0
ER3413_3057	842
ER3413_3060	682
ER3413_3061	1672
ER3413_3062	11044
ER3413_3064	6357
ER3413_3065	9061
ER3413_3066	438
ER3413_3067	4011
ER3413_3068	8909
ER3413_3069	6458
ER3413_307	8741.15
ER3413_3070	3171
ER3413_3072	31247.96
ER3413_3073	2570
ER3413_3074	2148
ER3413_3075	2003
ER3413_3076	1741
ER3413_3077	4216
ER3413_3079	5369
ER3413_308	3446
ER3413_3080	1860
ER3413_3081	91
ER3413_3082	216
ER3413_3083	591
ER3413_3084	737
ER3413_3085	4407
ER3413_3086	3439
ER3413_3087	2146
ER3413_3088	2837
ER3413_309	327
ER3413_3090	293
ER3413_3094	2275
ER3413_3095	1537
ER3413_3096	1963
ER3413_3097	709
ER3413_3098	1190
ER3413_3099	2251
ER3413_31	2501
ER3413_310	4531.53
ER3413_3100	1491
ER3413_3101	1676
ER3413_3103	2765
ER3413_3104	2274
ER3413_3105	2548
ER3413_3106	135
ER3413_3107	5802
ER3413_3108	3812
ER3413_3109	1434
ER3413_311	18324.22
ER3413_3110	4984
ER3413_3111	4412
ER3413_3112	587
ER3413_3113	664
ER3413_3114	543
ER3413_3115	2982
ER3413_3116	2894
ER3413_3117	741
ER3413_3118	245
ER3413_3119	5355
ER3413_312	3166
ER3413_3120	1091
ER3413_3121	1479
ER3413_3122	525
ER3413_3123	1754
ER3413_3124	2399
ER3413_3125	2422
ER3413_3126	2542
ER3413_3127	2177
ER3413_3128	1843
ER3413_3130	1209
ER3413_3131	342
ER3413_3132	1729
ER3413_3133	4567.27
ER3413_3134	13782.77
ER3413_3136	2030
ER3413_3137	3542
ER3413_3138	82
ER3413_3139	1673
ER3413_314	2328
ER3413_3140	4513
ER3413_3141	5312
ER3413_3142	10172
ER3413_3143	5179
ER3413_3144	1455
ER3413_3145	3792
ER3413_3146	2787
ER3413_3147	1042
ER3413_3148	1321
ER3413_3149	1861
ER3413_315	6170
ER3413_3150	2616
ER3413_3152	1144
ER3413_3153	4291
ER3413_3154	2869
ER3413_3155	85
ER3413_3156	4889
ER3413_3158	4173
ER3413_3159	856
ER3413_316	3376
ER3413_3160	0
ER3413_3161	2383
ER3413_3162	1368
ER3413_3163	4549
ER3413_3164	3889
ER3413_3165	390
ER3413_3166	2122
ER3413_3167	9868
ER3413_3168	619
ER3413_3169	3590
ER3413_317	2198
ER3413_3170	3080
ER3413_3171	8995
ER3413_3173	9383
ER3413_3174	841
ER3413_3175	743
ER3413_3176	2671
ER3413_3177	941
ER3413_3178	1433
ER3413_3179	3180
ER3413_318	7705
ER3413_3180	1947
ER3413_3181	3320
ER3413_3182	1387
ER3413_3183	3996
ER3413_3184	3472
ER3413_3185	5966
ER3413_3186	1974
ER3413_3188	1732
ER3413_3189	642
ER3413_319	10776
ER3413_3190	536
ER3413_3191	553
ER3413_3192	698
ER3413_3193	97
ER3413_3194	640
ER3413_3195	1780
ER3413_3196	530
ER3413_3197	769
ER3413_3198	2370
ER3413_3199	1421
ER3413_32	3930
ER3413_320	2692
ER3413_3200	18
ER3413_3201	5605
ER3413_3202	3952
ER3413_3203	3937
ER3413_3204	464
ER3413_3205	7215
ER3413_3206	102618.43
ER3413_3207	1.26
ER3413_3209	4510
ER3413_321	12111
ER3413_3210	2947
ER3413_3211	3668
ER3413_3212	1339
ER3413_3213	5489
ER3413_3215	3357
ER3413_3216	1602
ER3413_3217	2431
ER3413_3218	5020
ER3413_322	4304
ER3413_3220	4577
ER3413_3221	250
ER3413_3222	1349
ER3413_3223	1365
ER3413_3224	5375
ER3413_3225	943
ER3413_3229	2853
ER3413_323	3722
ER3413_3230	1863
ER3413_3231	845
ER3413_3232	1928
ER3413_3233	1592
ER3413_3234	2013
ER3413_3235	1460
ER3413_3236	1881
ER3413_3237	8274
ER3413_3238	3197
ER3413_3239	2451
ER3413_324	3998
ER3413_3240	6110
ER3413_3241	544
ER3413_3242	1169
ER3413_3243	1227
ER3413_3244	4583
ER3413_3245	1143
ER3413_3246	831
ER3413_3247	716
ER3413_3248	970
ER3413_3249	296
ER3413_325	2202
ER3413_3250	1247
ER3413_3251	4218
ER3413_3252	1563
ER3413_3253	3173
ER3413_3254	3699
ER3413_3255	4235
ER3413_3256	1598
ER3413_3257	5368
ER3413_3258	265
ER3413_3259	1634
ER3413_326	3161
ER3413_3260	426
ER3413_3261	6445
ER3413_3262	4617
ER3413_3263	601
ER3413_3264	0
ER3413_3266	2341
ER3413_3267	4534
ER3413_3268	1
ER3413_3269	856
ER3413_327	11501
ER3413_3270	3771
ER3413_3271	2015
ER3413_3272	4679
ER3413_3273	1230
ER3413_3274	229
ER3413_3275	524
ER3413_3276	3786
ER3413_3277	2963
ER3413_3278	1577
ER3413_3279	170
ER3413_328	9274
ER3413_3280	329
ER3413_3281	1636
ER3413_3282	290
ER3413_3283	2836
ER3413_3284	129
ER3413_3285	188
ER3413_3286	1187
ER3413_3287	786
ER3413_3288	2467
ER3413_3289	2278
ER3413_3290	2199
ER3413_3291	2496
ER3413_3292	1687
ER3413_3293	1129
ER3413_3294	932
ER3413_3295	1199
ER3413_3296	3210
ER3413_3297	223
ER3413_3298	784
ER3413_3299	1498
ER3413_33	3521
ER3413_330	4351
ER3413_3300	142
ER3413_3301	820
ER3413_3302	17529.58
ER3413_3304	2074
ER3413_3305	1759
ER3413_3306	833
ER3413_3307	4482
ER3413_3308	3831
ER3413_3309	5148
ER3413_331	7118
ER3413_3310	2331
ER3413_3311	2233
ER3413_3312	4242
ER3413_3313	910
ER3413_3314	1102
ER3413_3315	519
ER3413_3316	530
ER3413_3317	3667
ER3413_3318	564
ER3413_3319	3059
ER3413_332	5177
ER3413_3320	2614
ER3413_3321	2059
ER3413_3322	736
ER3413_3323	413
ER3413_3324	331
ER3413_3325	5256
ER3413_3326	1916
ER3413_3327	192
ER3413_3328	2597
ER3413_3329	4320
ER3413_333	3151
ER3413_3330	11756
ER3413_3331	2933
ER3413_3332	1427
ER3413_3333	950
ER3413_3334	2529
ER3413_3335	3842
ER3413_3336	5167
ER3413_3337	4880
ER3413_3340	636
ER3413_3341	3697
ER3413_3342	262
ER3413_3343	3486
ER3413_3344	2161
ER3413_3345	1795
ER3413_3346	362
ER3413_3347	2489
ER3413_3348	59
ER3413_3349	1551
ER3413_3350	2597
ER3413_3351	10210
ER3413_3352	124
ER3413_3355	3890
ER3413_3356	3348
ER3413_3357	2355
ER3413_3358	34.15
ER3413_3359	0
ER3413_336	4863
ER3413_3360	17.84
ER3413_3361	250477.62
ER3413_3363	0
ER3413_3364	0.33
ER3413_3365	32950.98
ER3413_3366	340
ER3413_3367	1471
ER3413_3368	1933
ER3413_3369	1178
ER3413_337	1180
ER3413_3370	942
ER3413_3371	925
ER3413_3372	2833
ER3413_3373	892
ER3413_3374	2130
ER3413_3375	2780
ER3413_3376	3143
ER3413_3377	1017
ER3413_3378	591
ER3413_3379	751
ER3413_338	8819
ER3413_3380	303
ER3413_3381	1805
ER3413_3382	1088
ER3413_3383	575
ER3413_3384	326
ER3413_3385	2
ER3413_3386	3630
ER3413_3387	875
ER3413_3388	43
ER3413_3389	1247
ER3413_3390	464
ER3413_3391	773
ER3413_3392	415
ER3413_3393	186
ER3413_3394	929
ER3413_3395	410
ER3413_3396	780
ER3413_3397	143
ER3413_3398	29
ER3413_3399	1006
ER3413_34	2161
ER3413_340	4330
ER3413_3400	1313
ER3413_3401	501
ER3413_3402	301
ER3413_3403	1132
ER3413_3404	273
ER3413_3405	1121
ER3413_3406	1491
ER3413_3407	218
ER3413_3408	809
ER3413_3409	5228
ER3413_341	5800
ER3413_3410	2245
ER3413_3411	7608
ER3413_3412	3619
ER3413_3413	2999
ER3413_3414	824
ER3413_3415	1245
ER3413_3416	701
ER3413_3417	1647
ER3413_3418	2004
ER3413_3419	3839
ER3413_342	14731
ER3413_3420	1139
ER3413_3421	2394
ER3413_3422	908
ER3413_3423	352
ER3413_3424	7824
ER3413_3425	4599.7
ER3413_3426	5787
ER3413_3427	974
ER3413_3428	305
ER3413_3429	288
ER3413_343	14884
ER3413_3430	437
ER3413_3431	598
ER3413_3432	1593
ER3413_3433	2092
ER3413_3434	65
ER3413_3435	1407
ER3413_3436	41
ER3413_3437	6828
ER3413_3438	1188
ER3413_3439	5518
ER3413_344	6743
ER3413_3440	2563
ER3413_3441	56
ER3413_3442	3411
ER3413_3443	747
ER3413_3444	1015
ER3413_3445	5356
ER3413_3446	4156
ER3413_3447	1094
ER3413_3448	1948
ER3413_3449	26
ER3413_345	4777
ER3413_3450	1142
ER3413_3452	3560
ER3413_3453	6568
ER3413_3454	161
ER3413_3455	2448
ER3413_3456	3489
ER3413_3457	19
ER3413_3458	3581
ER3413_3459	3716
ER3413_346	3157
ER3413_3460	1710
ER3413_3461	2362
ER3413_3462	1691
ER3413_3463	9413
ER3413_3464	4008
ER3413_3465	605
ER3413_3466	1876
ER3413_3467	3591
ER3413_3468	3005
ER3413_3469	338
ER3413_347	2531
ER3413_3470	2008
ER3413_3471	1975
ER3413_3472	2191
ER3413_3473	1362
ER3413_3474	35
ER3413_3475	0
ER3413_3476	4074
ER3413_3477	3778
ER3413_3478	973
ER3413_3479	3473.95
ER3413_348	2753
ER3413_3480	1035.05
ER3413_3481	976
ER3413_3482	1734
ER3413_3483	2644
ER3413_3484	9675
ER3413_3485	831
ER3413_3487	6454
ER3413_3488	1644
ER3413_3489	939
ER3413_349	9734
ER3413_3490	1752
ER3413_3491	6770
ER3413_3493	5860
ER3413_3494	3952
ER3413_3495	1546
ER3413_3496	807
ER3413_3497	8842
ER3413_3498	137
ER3413_3499	5533
ER3413_35	4124
ER3413_350	2915
ER3413_3500	106
ER3413_3501	3261
ER3413_3502	2189
ER3413_3503	1816
ER3413_3504	986
ER3413_3505	4075
ER3413_3506	6206
ER3413_3507	7485
ER3413_3508	8886
ER3413_3509	7950
ER3413_351	7772.8
ER3413_3510	4836
ER3413_3511	1850
ER3413_3512	6285
ER3413_3513	3210
ER3413_3514	458
ER3413_3515	5312
ER3413_3518	6930
ER3413_3519	7147
ER3413_352	2177.2
ER3413_3520	4295
ER3413_3521	5889
ER3413_3522	7348
ER3413_3523	3067
ER3413_3524	1640
ER3413_3525	4099
ER3413_3526	911
ER3413_3527	2882
ER3413_3528	1561
ER3413_3529	3193
ER3413_353	5665
ER3413_3530	821
ER3413_3531	4774
ER3413_3534	1571.73
ER3413_3535	280
ER3413_3536	7712
ER3413_3537	4135
ER3413_3538	615
ER3413_3539	7199
ER3413_354	3953
ER3413_3540	2125
ER3413_3541	2425
ER3413_3542	4627
ER3413_3544	1957
ER3413_3545	3505
ER3413_3546	5137
ER3413_3547	2717
ER3413_3548	2291
ER3413_355	7474
ER3413_3550	1919
ER3413_3551	5352
ER3413_3552	1890
ER3413_3553	2992
ER3413_3554	2104
ER3413_3555	4530
ER3413_3556	1794
ER3413_3557	137
ER3413_3558	471
ER3413_3559	1587
ER3413_356	4888
ER3413_3560	13538
ER3413_3561	298
ER3413_3562	2754
ER3413_3563	1116
ER3413_3564	6396
ER3413_3565	3249
ER3413_3566	2276
ER3413_3567	5685
ER3413_3568	4385
ER3413_3569	4644
ER3413_357	3288
ER3413_3570	4971
ER3413_3571	5778
ER3413_3572	528
ER3413_3573	40006.65
ER3413_3574	12801.07
ER3413_3575	2957
ER3413_3576	12358
ER3413_3577	4757
ER3413_3579	5507
ER3413_358	3244
ER3413_3583	3002
ER3413_3584	4078
ER3413_3585	3937
ER3413_3586	439
ER3413_3587	888
ER3413_3588	4836
ER3413_3589	5027
ER3413_359	3108
ER3413_3590	6141
ER3413_3592	1793
ER3413_3593	4510
ER3413_3594	7
ER3413_3596	490
ER3413_3597	4458
ER3413_3598	652
ER3413_36	1707
ER3413_360	12946
ER3413_3601	17529.58
ER3413_3602	1167
ER3413_3603	1131
ER3413_3604	1665
ER3413_3605	804
ER3413_3606	628
ER3413_3607	1629
ER3413_3608	1203
ER3413_3609	3177
ER3413_361	17328
ER3413_3610	11685
ER3413_3611	2141
ER3413_3612	2576
ER3413_3613	5076.51
ER3413_3614	6347
ER3413_3615	6135
ER3413_3616	1673
ER3413_3618	2785
ER3413_3619	2977
ER3413_362	4695
ER3413_3620	7976
ER3413_3621	8406
ER3413_3622	1964
